region,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percentage,income_group
Middle East & North Africa,Algeria,2001,15704.00024,2381739.9907,0.659349899708597,Upper middle income
Middle East & North Africa,Algeria,2002,15618.00049,2381739.9907,0.6557391046455,Upper middle income
Middle East & North Africa,Algeria,2003,15531.99951,2381739.9907,0.652128257939487,Upper middle income
Middle East & North Africa,Algeria,2004,15445.99976,2381739.9907,0.64851746287639,Upper middle income
Middle East & North Africa,Algeria,2005,15360,2381739.9907,0.644906667393432,Upper middle income
Middle East & North Africa,Algeria,2006,16124.00024,2381739.9907,0.676984066395136,Upper middle income
Middle East & North Africa,Algeria,2007,16888.00049,2381739.9907,0.709061465816702,Upper middle income
Middle East & North Africa,Algeria,2008,17651.99951,2381739.9907,0.741138813595351,Upper middle income
Middle East & North Africa,Algeria,2009,18415.99976,2381739.9907,0.773216213016917,Upper middle income
Middle East & North Africa,Algeria,2010,19180,2381739.9907,0.805293612018621,Upper middle income
Middle East & North Africa,Algeria,2011,19255.99976,2381739.9907,0.808484546389995,Upper middle income
Middle East & North Africa,Algeria,2012,19331.99951,2381739.9907,0.811675480341508,Upper middle income
Middle East & North Africa,Algeria,2013,19408.00049,2381739.9907,0.814866465935937,Upper middle income
Middle East & North Africa,Algeria,2014,19484.00024,2381739.9907,0.81805739988745,Upper middle income
Middle East & North Africa,Algeria,2015,19560,2381739.9907,0.821248334258823,Upper middle income
Middle East & North Africa,Algeria,2016,19635.99976,2381739.9907,0.824439268630197,Upper middle income
East Asia & Pacific,American Samoa,1990,183.8999939,199.9998,91.9500889000889,Upper middle income
East Asia & Pacific,American Samoa,1991,183.5000038,199.9998,91.7500936500937,Upper middle income
East Asia & Pacific,American Samoa,1992,183.1999969,199.9998,91.6000900500901,Upper middle income
East Asia & Pacific,American Samoa,1993,182.9000092,199.9998,91.4500960500961,Upper middle income
East Asia & Pacific,American Samoa,1994,182.5,199.9998,91.2500912500913,Upper middle income
East Asia & Pacific,American Samoa,1995,182.1999931,199.9998,91.1000876500877,Upper middle income
East Asia & Pacific,American Samoa,1996,181.9000053,199.9998,90.9500936000936,Upper middle income
East Asia & Pacific,American Samoa,1997,181.4999962,199.9998,90.7500888500888,Upper middle income
East Asia & Pacific,American Samoa,1998,181.2000084,199.9998,90.6000948000948,Upper middle income
East Asia & Pacific,American Samoa,1999,180.7999992,199.9998,90.40009000009,Upper middle income
East Asia & Pacific,American Samoa,2000,180.4999924,199.9998,90.2500864500865,Upper middle income
East Asia & Pacific,American Samoa,2001,180.2000046,199.9998,90.1000924000924,Upper middle income
East Asia & Pacific,American Samoa,2002,179.7999954,199.9998,89.9000876000876,Upper middle income
East Asia & Pacific,American Samoa,2003,179.5000076,199.9998,89.7500935500936,Upper middle income
East Asia & Pacific,American Samoa,2004,179.0999985,199.9998,89.5500888000888,Upper middle income
East Asia & Pacific,American Samoa,2005,178.7999916,199.9998,89.4000852000852,Upper middle income
East Asia & Pacific,American Samoa,2006,178.5000038,199.9998,89.2500911500912,Upper middle income
East Asia & Pacific,American Samoa,2007,178.0999947,199.9998,89.0500864000864,Upper middle income
East Asia & Pacific,American Samoa,2008,177.8000069,199.9998,88.9000923500924,Upper middle income
East Asia & Pacific,American Samoa,2009,177.5,199.9998,88.7500887500888,Upper middle income
East Asia & Pacific,American Samoa,2010,177.0999908,199.9998,88.550083950084,Upper middle income
East Asia & Pacific,American Samoa,2011,176.8000031,199.9998,88.4000899500899,Upper middle income
East Asia & Pacific,American Samoa,2012,176.3999939,199.9998,88.2000851500851,Upper middle income
East Asia & Pacific,American Samoa,2013,176.1000061,199.9998,88.0500911000911,Upper middle income
East Asia & Pacific,American Samoa,2014,175.7999992,199.9998,87.9000875000875,Upper middle income
East Asia & Pacific,American Samoa,2015,175.4000092,199.9998,87.7000923000923,Upper middle income
East Asia & Pacific,American Samoa,2016,175,199.9998,87.5000875000875,Upper middle income
Europe & Central Asia,Andorra,1990,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1991,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1992,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1993,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1994,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1995,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1996,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1997,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1998,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,1999,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2000,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2001,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2002,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2003,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2004,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2005,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2006,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2007,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2008,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2009,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2010,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2011,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2012,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2013,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2014,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2015,160,470.0073,34.0420244536627,High income
Europe & Central Asia,Andorra,2016,160,470.0073,34.0420244536627,High income
Sub-Saharan Africa,Angola,1990,609760,1246699.9965,48.909922331904,Lower middle income
Sub-Saharan Africa,Angola,1991,608511.9922,1246699.9965,48.8098174306845,Lower middle income
Sub-Saharan Africa,Angola,1992,607263.9844,1246699.9965,48.709712529465,Lower middle income
Sub-Saharan Africa,Angola,1993,606016.0156,1246699.9965,48.6096107565041,Lower middle income
Sub-Saharan Africa,Angola,1994,604768.0078,1246699.9965,48.5095058552846,Lower middle income
Sub-Saharan Africa,Angola,1995,603520,1246699.9965,48.4094009540651,Lower middle income
Sub-Saharan Africa,Angola,1996,602271.9922,1246699.9965,48.3092960528455,Lower middle income
Sub-Saharan Africa,Angola,1997,601023.9844,1246699.9965,48.209191151626,Lower middle income
Sub-Saharan Africa,Angola,1998,599776.0156,1246699.9965,48.1090893786651,Lower middle income
Sub-Saharan Africa,Angola,1999,598528.0078,1246699.9965,48.0089844774456,Lower middle income
Sub-Saharan Africa,Angola,2000,597280,1246699.9965,47.9088795762261,Lower middle income
Sub-Saharan Africa,Angola,2001,596031.9922,1246699.9965,47.8087746750066,Lower middle income
Sub-Saharan Africa,Angola,2002,594783.9844,1246699.9965,47.7086697737871,Lower middle income
Sub-Saharan Africa,Angola,2003,593536.0156,1246699.9965,47.6085680008262,Lower middle income
Sub-Saharan Africa,Angola,2004,592288.0078,1246699.9965,47.5084630996067,Lower middle income
Sub-Saharan Africa,Angola,2005,591040,1246699.9965,47.4083581983871,Lower middle income
Sub-Saharan Africa,Angola,2006,589791.9922,1246699.9965,47.3082532971676,Lower middle income
Sub-Saharan Africa,Angola,2007,588543.9844,1246699.9965,47.2081483959481,Lower middle income
Sub-Saharan Africa,Angola,2008,587296.0156,1246699.9965,47.1080466229872,Lower middle income
Sub-Saharan Africa,Angola,2009,586048.0078,1246699.9965,47.0079417217677,Lower middle income
Sub-Saharan Africa,Angola,2010,584800,1246699.9965,46.9078368205482,Lower middle income
Sub-Saharan Africa,Angola,2011,583551.9922,1246699.9965,46.8077319193287,Lower middle income
Sub-Saharan Africa,Angola,2012,582303.9844,1246699.9965,46.7076270181092,Lower middle income
Sub-Saharan Africa,Angola,2013,581056.0156,1246699.9965,46.6075252451483,Lower middle income
Sub-Saharan Africa,Angola,2014,579808.0078,1246699.9965,46.5074203439288,Lower middle income
Sub-Saharan Africa,Angola,2015,578560,1246699.9965,46.4073154427092,Lower middle income
Sub-Saharan Africa,Angola,2016,577311.9922,1246699.9965,46.3072105414897,Lower middle income
Latin America & Caribbean,Antigua and Barbuda,1990,103.0000019,439.9892,23.4096659418004,High income
Latin America & Caribbean,Antigua and Barbuda,1991,102.7000046,439.9892,23.3414830636752,High income
Latin America & Caribbean,Antigua and Barbuda,1992,102.3999977,439.9892,23.2732980036783,High income
Latin America & Caribbean,Antigua and Barbuda,1993,102.1000004,439.9892,23.2051151255531,High income
Latin America & Caribbean,Antigua and Barbuda,1994,101.8000031,439.9892,23.1369322474279,High income
Latin America & Caribbean,Antigua and Barbuda,1995,101.4999962,439.9892,23.068747187431,High income
Latin America & Caribbean,Antigua and Barbuda,1996,101.1999989,439.9892,23.0005643093058,High income
Latin America & Caribbean,Antigua and Barbuda,1997,100.9000015,439.9892,22.9323814084528,High income
Latin America & Caribbean,Antigua and Barbuda,1998,100.6000042,439.9892,22.8641985303276,High income
Latin America & Caribbean,Antigua and Barbuda,1999,100.2999973,439.9892,22.7960134703306,High income
Latin America & Caribbean,Antigua and Barbuda,2000,100,439.9892,22.7278305922054,High income
Latin America & Caribbean,Antigua and Barbuda,2001,99.60000038,439.9892,22.6369193562024,High income
Latin America & Caribbean,Antigua and Barbuda,2002,99.20000076,439.9892,22.5460081201993,High income
Latin America & Caribbean,Antigua and Barbuda,2003,98.80000114,439.9892,22.4550968841963,High income
Latin America & Caribbean,Antigua and Barbuda,2004,98.40000153,439.9892,22.364185650466,High income
Latin America & Caribbean,Antigua and Barbuda,2005,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2006,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2007,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2008,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2009,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2010,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2011,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2012,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2013,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2014,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2015,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Antigua and Barbuda,2016,98.00000191,439.9892,22.2732744144629,High income
Latin America & Caribbean,Argentina,1990,347930,2736690.0113,12.7135334496553,High income
Latin America & Caribbean,Argentina,1991,344996.9922,2736690.0113,12.6063599010294,High income
Latin America & Caribbean,Argentina,1992,342063.9844,2736690.0113,12.4991863524035,High income
Latin America & Caribbean,Argentina,1993,339131.0156,2736690.0113,12.3920142288568,High income
Latin America & Caribbean,Argentina,1994,336198.0078,2736690.0113,12.284840680231,High income
Latin America & Caribbean,Argentina,1995,333265,2736690.0113,12.1776671316051,High income
Latin America & Caribbean,Argentina,1996,330331.9922,2736690.0113,12.0704935829792,High income
Latin America & Caribbean,Argentina,1997,327399.0039,2736690.0113,11.963320746893,High income
Latin America & Caribbean,Argentina,1998,324465.9961,2736690.0113,11.8561471982671,High income
Latin America & Caribbean,Argentina,1999,321533.0078,2736690.0113,11.7489743621808,High income
Latin America & Caribbean,Argentina,2000,318600,2736690.0113,11.6418008135549,High income
Latin America & Caribbean,Argentina,2001,315251.9922,2736690.0113,11.5194629606678,High income
Latin America & Caribbean,Argentina,2002,311904.0039,2736690.0113,11.3971258203203,High income
Latin America & Caribbean,Argentina,2003,308555.9961,2736690.0113,11.2747879674332,High income
Latin America & Caribbean,Argentina,2004,305208.0078,2736690.0113,11.1524508270858,High income
Latin America & Caribbean,Argentina,2005,301860,2736690.0113,11.0301129741987,High income
Latin America & Caribbean,Argentina,2006,298680,2736690.0113,10.9139142090163,High income
Latin America & Caribbean,Argentina,2007,295500,2736690.0113,10.7977154438339,High income
Latin America & Caribbean,Argentina,2008,292320,2736690.0113,10.6815166786515,High income
Latin America & Caribbean,Argentina,2009,289140,2736690.0113,10.5653179134692,High income
Latin America & Caribbean,Argentina,2010,285960,2736690.0113,10.4491191482868,High income
Latin America & Caribbean,Argentina,2011,282991.9922,2736690.0113,10.3406666824341,High income
Latin America & Caribbean,Argentina,2012,280024.0039,2736690.0113,10.2322149291209,High income
Latin America & Caribbean,Argentina,2013,277055.9961,2736690.0113,10.1237624632682,High income
Latin America & Caribbean,Argentina,2014,274088.0078,2736690.0113,10.0153107099551,High income
Latin America & Caribbean,Argentina,2015,271120,2736690.0113,9.90685824410236,High income
Latin America & Caribbean,Argentina,2016,268151.9922,2736690.0113,9.79840577824964,High income
Europe & Central Asia,Armenia,1990,3350,28470.0052,11.7667698915629,Upper middle income
Europe & Central Asia,Armenia,1991,3346,28470.0052,11.7527200170655,Upper middle income
Europe & Central Asia,Armenia,1992,3346.000061,28470.0052,11.7527202313261,Upper middle income
Europe & Central Asia,Armenia,1993,3343.999939,28470.0052,11.7456948655563,Upper middle income
Europe & Central Asia,Armenia,1994,3342.000122,28470.0052,11.7386705710893,Upper middle income
Europe & Central Asia,Armenia,1995,3340,28470.0052,11.7316452053195,Upper middle income
Europe & Central Asia,Armenia,1996,3337.999878,28470.0052,11.7246198395496,Upper middle income
Europe & Central Asia,Armenia,1997,3336.000061,28470.0052,11.7175955450827,Upper middle income
Europe & Central Asia,Armenia,1998,3333.999939,28470.0052,11.7105701793128,Upper middle income
Europe & Central Asia,Armenia,1999,3332.000122,28470.0052,11.7035458848459,Upper middle income
Europe & Central Asia,Armenia,2000,3330,28470.0052,11.696520519076,Upper middle income
Europe & Central Asia,Armenia,2001,3327.999878,28470.0052,11.6894951533061,Upper middle income
Europe & Central Asia,Armenia,2002,3326.000061,28470.0052,11.6824708588392,Upper middle income
Europe & Central Asia,Armenia,2003,3323.999939,28470.0052,11.6754454930693,Upper middle income
Europe & Central Asia,Armenia,2004,3322.000122,28470.0052,11.6684211986024,Upper middle income
Europe & Central Asia,Armenia,2005,3320,28470.0052,11.6613958328325,Upper middle income
Europe & Central Asia,Armenia,2006,3317.999878,28470.0052,11.6543704670626,Upper middle income
Europe & Central Asia,Armenia,2007,3316.000061,28470.0052,11.6473461725957,Upper middle income
Europe & Central Asia,Armenia,2008,3313.999939,28470.0052,11.6403208068258,Upper middle income
Europe & Central Asia,Armenia,2009,3312.000122,28470.0052,11.6332965123589,Upper middle income
Europe & Central Asia,Armenia,2010,3310,28470.0052,11.626271146589,Upper middle income
Europe & Central Asia,Armenia,2011,3312.000122,28470.0052,11.6332965123589,Upper middle income
Europe & Central Asia,Armenia,2012,3313.999939,28470.0052,11.6403208068258,Upper middle income
Europe & Central Asia,Armenia,2013,3316.000061,28470.0052,11.6473461725957,Upper middle income
Europe & Central Asia,Armenia,2014,3317.999878,28470.0052,11.6543704670626,Upper middle income
Europe & Central Asia,Armenia,2015,3320,28470.0052,11.6613958328325,Upper middle income
Europe & Central Asia,Armenia,2016,3322.000122,28470.0052,11.6684211986024,Upper middle income
Latin America & Caribbean,Aruba,1990,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1991,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1992,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1993,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1994,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1995,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1996,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1997,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1998,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,1999,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2000,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2001,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2002,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2003,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2004,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2005,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2006,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2007,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2008,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2009,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2010,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2011,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2012,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2013,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2014,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2015,4.199999869,180.005,2.33326844754312,High income
Latin America & Caribbean,Aruba,2016,4.199999869,180.005,2.33326844754312,High income
East Asia & Pacific,Australia,1990,1285410,7682300.01,16.7320984383165,High income
East Asia & Pacific,Australia,1991,1285710,7682300.01,16.7360035188212,High income
East Asia & Pacific,Australia,1992,1286010,7682300.01,16.7399085993258,High income
East Asia & Pacific,Australia,1993,1286310,7682300.01,16.7438136798305,High income
East Asia & Pacific,Australia,1994,1286610,7682300.01,16.7477187603352,High income
East Asia & Pacific,Australia,1995,1286910,7682300.01,16.7516238408398,High income
East Asia & Pacific,Australia,1996,1287210,7682300.01,16.7555289213445,High income
East Asia & Pacific,Australia,1997,1287510,7682300.01,16.7594340018491,High income
East Asia & Pacific,Australia,1998,1287810,7682300.01,16.7633390823538,High income
East Asia & Pacific,Australia,1999,1288110,7682300.01,16.7672441628585,High income
East Asia & Pacific,Australia,2000,1288410,7682300.01,16.7711492433631,High income
East Asia & Pacific,Australia,2001,1286010,7682300.01,16.7399085993258,High income
East Asia & Pacific,Australia,2002,1283610,7682300.01,16.7086679552886,High income
East Asia & Pacific,Australia,2003,1281210,7682300.01,16.6774273112513,High income
East Asia & Pacific,Australia,2004,1278810,7682300.01,16.646186667214,High income
East Asia & Pacific,Australia,2005,1276410,7682300.01,16.6149460231767,High income
East Asia & Pacific,Australia,2006,1267550,7682300.01,16.4996159789391,High income
East Asia & Pacific,Australia,2007,1258690,7682300.01,16.3842859347015,High income
East Asia & Pacific,Australia,2008,1249830,7682300.01,16.2689558904639,High income
East Asia & Pacific,Australia,2009,1240970,7682300.01,16.1536258462262,High income
East Asia & Pacific,Australia,2010,1232110,7682300.01,16.0382958019886,High income
East Asia & Pacific,Australia,2011,1235190,7682300.01,16.0783879618364,High income
East Asia & Pacific,Australia,2012,1238270,7682300.01,16.1184801216843,High income
East Asia & Pacific,Australia,2013,1241350,7682300.01,16.1585722815321,High income
East Asia & Pacific,Australia,2014,1244430,7682300.01,16.19866444138,High income
East Asia & Pacific,Australia,2015,1247510,7682300.01,16.2387566012278,High income
East Asia & Pacific,Australia,2016,1250590,7692019.9951,16.2582780699563,High income
Europe & Central Asia,Austria,1990,37760,82580.0003,45.7253570632404,High income
Europe & Central Asia,Austria,1991,37821.99951,82580.0003,45.8004351811561,High income
Europe & Central Asia,Austria,1992,37883.99902,82580.0003,45.8755132990718,High income
Europe & Central Asia,Austria,1993,37946.00098,82580.0003,45.9505943838075,High income
Europe & Central Asia,Austria,1994,38008.00049,82580.0003,46.0256725017232,High income
Europe & Central Asia,Austria,1995,38070,82580.0003,46.1007506196388,High income
Europe & Central Asia,Austria,1996,38131.99951,82580.0003,46.1758287375545,High income
Europe & Central Asia,Austria,1997,38193.99902,82580.0003,46.2509068554702,High income
Europe & Central Asia,Austria,1998,38256.00098,82580.0003,46.3259879402059,High income
Europe & Central Asia,Austria,1999,38318.00049,82580.0003,46.4010660581216,High income
Europe & Central Asia,Austria,2000,38380,82580.0003,46.4761441760373,High income
Europe & Central Asia,Austria,2001,38406.00098,82580.0003,46.5076299836245,High income
Europe & Central Asia,Austria,2002,38431.99951,82580.0003,46.5391128243917,High income
Europe & Central Asia,Austria,2003,38458.00049,82580.0003,46.5705986319789,High income
Europe & Central Asia,Austria,2004,38483.99902,82580.0003,46.6020814727461,High income
Europe & Central Asia,Austria,2005,38510,82580.0003,46.6335672803334,High income
Europe & Central Asia,Austria,2006,38528.00049,82580.0003,46.6553649189076,High income
Europe & Central Asia,Austria,2007,38546.00098,82578.006,46.6782898342205,High income
Europe & Central Asia,Austria,2008,38563.99902,82578.006,46.7000850323269,High income
Europe & Central Asia,Austria,2009,38581.99951,82578.006,46.721883197325,High income
Europe & Central Asia,Austria,2010,38600,82570.9871,46.7476547824872,High income
Europe & Central Asia,Austria,2011,38618.00049,82560.9897,46.7751181645537,High income
Europe & Central Asia,Austria,2012,38636.00098,82553.9967,46.8008849049461,High income
Europe & Central Asia,Austria,2013,38653.99902,82530.9975,46.8357346825961,High income
Europe & Central Asia,Austria,2014,38671.99951,82522.9944,46.8620895196212,High income
Europe & Central Asia,Austria,2015,38690,82522.9944,46.8839022157441,High income
Europe & Central Asia,Austria,2016,38708.00049,82522.9944,46.905714911867,High income
Europe & Central Asia,Azerbaijan,1990,8520,83217.0108,10.2382913278111,Upper middle income
Europe & Central Asia,Azerbaijan,1991,8558,83217.0108,10.283955068475,Upper middle income
Europe & Central Asia,Azerbaijan,1992,8557.999878,83217.0108,10.2839549218704,Upper middle income
Europe & Central Asia,Azerbaijan,1993,8577.999878,83217.0108,10.3079884695882,Upper middle income
Europe & Central Asia,Azerbaijan,1994,8597.999878,83217.0108,10.3320220173061,Upper middle income
Europe & Central Asia,Azerbaijan,1995,8617.999878,83217.0108,10.356055565024,Upper middle income
Europe & Central Asia,Azerbaijan,1996,8637.999878,83217.0108,10.3800891127418,Upper middle income
Europe & Central Asia,Azerbaijan,1997,8657.999878,83217.0108,10.4041226604597,Upper middle income
